player_id,player_name,source,competition,season,game_date,opponent,result,date,min,pts,t2m,t2a,t2_pct,t3m,t3a,t3_pct,ftm,fta,ft_pct,reb_off,reb_def,reb,ast,stl,tov,blk,fouls,plus_minus,val,team,blk_against,fouls_received
3155942,Domas Sabonis,nba,NBA,2025-26,2026-02-05,vs. MEM,D 125-129,2026-03-30,24.0,24.0,10.0,18.0,55.6,0.0,0.0,,4.0,4.0,100.0,7.0,8.0,15.0,3.0,1.0,1.0,0.0,3.0,-12.0,,Sacramento Kings,,
P003842,Mathias Lessort,euroleague,EuroLeague,E2025,2026-03-27,AS Monaco,V 107-97,2026-03-30,24.88,9.0,4.0,6.0,66.7,0.0,0.0,,1.0,1.0,100.0,3.0,5.0,8.0,2.0,2.0,2.0,0.0,2.0,5.0,17.0,Panathinaikos,0.0,2.0
P000848,Nemanja Nedović,euroleague,EuroLeague,E2025,2026-03-27,Panathinaikos AKTOR Athens,D 97-107,2026-03-30,18.95,15.0,1.0,3.0,33.3,3.0,5.0,60.0,4.0,4.0,100.0,1.0,3.0,4.0,1.0,0.0,3.0,0.0,1.0,-10.0,14.0,AS Monaco,0.0,2.0
130801,Nemanja Nedović,eurobasket,LNB Pro A,2025-26,2026-03-29,Le Mans,V 99-85,2026-03-30,26.0,13.0,0.0,2.0,0.0,3.0,5.0,60.0,4.0,4.0,100.0,0.0,1.0,1.0,7.0,1.0,2.0,0.0,3.0,,13.0,AS Monaco,,
P010581,Dylan Osetkowski,euroleague,EuroLeague,E2025,2026-03-27,Valencia Basket,V 110-104,2026-03-30,40.6,14.0,3.0,7.0,42.9,2.0,6.0,33.3,2.0,2.0,100.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,5.0,12.0,Partizan Mozzart Bet,1.0,2.0
5100,Dylan Osetkowski,aba,ABA League,2025-26,2026-03-22,Crvena Zvezda Meridianbet,D 96-100,2026-03-30,22.72,6.0,1.0,5.0,20.0,1.0,5.0,20.0,1.0,2.0,50.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,-2.0,0.0,Partizan Mozzart Bet,,
P009992,Darío Brizuela,euroleague,EuroLeague,E2025,2026-03-27,Crvena Zvezda Meridianbet Belgrade,V 92-88,2026-03-30,16.0,5.0,1.0,2.0,50.0,1.0,4.0,25.0,0.0,0.0,,0.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,10.0,2.0,FC Barcelona,0.0,1.0
20209919,Darío Brizuela,acb,ACB,2025-26,2026-03-29,Unicaja,V 97-91,2026-03-30,18.68,17.0,0.0,0.0,0.0,5.0,9.0,56.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,16.0,12.0,FC Barcelona,0.0,1.0
P011305,Tyson Carter,euroleague,EuroLeague,E2025,2026-03-27,FC Barcelona,D 88-92,2026-03-30,14.9,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,-2.0,Crvena zvezda,0.0,0.0
402220,Tyson Carter,eurobasket,ABA League,2025-26,2026-03-22,Partizan,V 100-96,2026-03-30,7.0,3.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,,-1.0,Crvena zvezda,,
20213230,Yankuba Sima,acb,ACB,2025-26,2026-03-29,Recoletas Salud,V 74-79,2026-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valencia Basket,0.0,0.0
P011217,Kameron Taylor,euroleague,EuroLeague,E2025,2026-03-27,Partizan Mozzart Bet Belgrade,D 104-110,2026-03-30,32.8,18.0,4.0,5.0,80.0,2.0,2.0,100.0,4.0,6.0,66.7,1.0,5.0,6.0,4.0,2.0,3.0,0.0,3.0,9.0,25.0,Valencia Basket,0.0,4.0
30001981,Kameron Taylor,acb,ACB,2025-26,2026-02-15,MoraBanc And,V 75-107,2026-03-30,15.2,22.0,2.0,3.0,67.0,6.0,8.0,75.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,21.0,Valencia Basket,0.0,0.0
20210659,Giorgi Shermadini,acb,ACB,2025-26,2026-03-29,Casademont Zgz,V 99-76,2026-03-30,16.25,15.0,5.0,7.0,71.0,0.0,0.0,0.0,5.0,5.0,100.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,15.0,22.0,Lenovo Tenerife,0.0,7.0
la-laguna-tenerife/151899-giorgi-shermadini,Giorgi Shermadini,bcl,BCL,2025-26,2026-03-11,Gran Canaria,V 79-76,2026-03-30,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-11.0,1.0,Lenovo Tenerife,,
20210707,Rubén Guerrero,acb,ACB,2025-26,2026-03-29,Kosner Baskonia,D 79-88,2026-03-30,8.9,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,MoraBanc Andorra,0.0,2.0
20200277,Augusto Lima,acb,ACB,2025-26,2026-03-29,Valencia Basket,D 74-79,2026-03-30,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,-11.0,-3.0,San Pablo Burgos,0.0,0.0
P003840,Axel Bouteille,eurocup,EuroCup,U2025,2026-03-11,U-BT Cluj-Napoca,D 82-100,2026-03-30,13.55,8.0,1.0,2.0,50.0,1.0,4.0,25.0,3.0,3.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,-8.0,6.0,Budućnost VOLI,0.0,1.0
5073,Axel Bouteille,aba,ABA League,2025-26,2026-03-28,Igokea M Tel,V 100-75,2026-03-30,30.18,27.0,7.0,8.0,87.5,3.0,8.0,37.5,4.0,5.0,80.0,2.0,3.0,5.0,4.0,2.0,0.0,1.0,0.0,27.0,37.0,Budućnost VOLI,,
26892,Mindaugas Kuzminskas,eurobasket,Greek League,2025-26,2026-03-22,Iraklis,V 100-87,2026-03-30,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,-1.0,AEK BC,,
1076,Dragan Milosavljević,aba,ABA League,2025-26,2026-03-28,Buducnost Voli,D 75-100,2026-03-30,25.13,3.0,1.0,3.0,33.3,0.0,2.0,0.0,1.0,2.0,50.0,2.0,4.0,6.0,2.0,0.0,3.0,0.0,1.0,-18.0,3.0,Igokea m:tel,,
ESTUDIANTES/GRANGER,Jayson Granger,feb,Primera FEB,2025-26,2026-03-28,Hla Alicante,D 81-83,2026-03-30,33.07,14.0,2.0,9.0,22.2,2.0,7.0,28.6,4.0,4.0,100.0,0.0,3.0,3.0,13.0,1.0,2.0,0.0,2.0,-3.0,19.0,,1.0,4.0
201473,Kyle Wiltjer,eurobasket,Lega A,2025-26,2026-03-22,Trieste,V 84-78,2026-03-30,19.0,2.0,1.0,2.0,50.0,0.0,5.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,-4.0,Umana Reyer Venezia,,
P008052,Kyle Wiltjer,eurocup,EuroCup,U2025,2026-03-11,Dolomiti Energia Trento,D 90-94,2026-03-30,25.03,16.0,7.0,12.0,58.3,0.0,4.0,0.0,2.0,2.0,100.0,3.0,4.0,7.0,0.0,0.0,1.0,0.0,3.0,-6.0,12.0,Umana Reyer Venezia,0.0,2.0
5313012,Mario Saint-Supéry,ncaa_espn,NCAA,2025-26,2026-03-21,vs 11 TEX,D 74-68,2026-03-30,31.0,9.0,2.0,2.0,100.0,1.0,6.0,16.7,2.0,2.0,100.0,,,2.0,5.0,0.0,1.0,0.0,1.0,,,Gonzaga Bulldogs,,
20204124,Jaime Fernández,acb,ACB,2025-26,2026-03-29,Casademont Zgz,V 99-76,2026-03-30,23.13,9.0,1.0,2.0,50.0,1.0,3.0,33.0,4.0,5.0,80.0,0.0,3.0,3.0,7.0,1.0,1.0,0.0,1.0,19.0,20.0,Lenovo Tenerife,0.0,6.0
la-laguna-tenerife/175433-jaime-fernandez,Jaime Fernández,bcl,BCL,2025-26,2026-03-17,Pallacanestro Trieste,D 76-82,2026-03-30,20.0,7.0,2.0,4.0,50.0,1.0,6.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,4.0,Lenovo Tenerife,,
20211625,Tim Abromaitis,acb,ACB,2025-26,2026-03-29,Casademont Zgz,V 99-76,2026-03-30,13.72,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,Lenovo Tenerife,0.0,0.0
la-laguna-tenerife/201675-tim-abromaitis,Tim Abromaitis,bcl,BCL,2025-26,2026-03-17,Pallacanestro Trieste,D 76-82,2026-03-30,20.0,9.0,3.0,4.0,75.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,0.0,2.0,-9.0,8.0,Lenovo Tenerife,,
30000479,Yannick Nzosa,acb,ACB,2025-26,2026-03-29,Valencia Basket,D 74-79,2026-03-30,10.63,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,San Pablo Burgos,0.0,1.0
30000049,Melvin Ejim,acb,ACB,2025-26,2026-03-28,Coviran Granada,D 92-89,2026-03-30,27.63,16.0,6.0,11.0,55.0,1.0,2.0,50.0,1.0,2.0,50.0,0.0,3.0,3.0,0.0,0.0,3.0,1.0,3.0,-1.0,10.0,Hiopos Lleida,1.0,4.0
20210585,Francis Alonso,acb,ACB,2025-26,2026-03-28,BAXI Manresa,V 91-78,2026-03-30,21.25,14.0,3.0,5.0,60.0,1.0,5.0,20.0,5.0,8.0,63.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,4.0,-2.0,13.0,Río Breogán,0.0,7.0
20204156,Dani Díez,acb,ACB,2025-26,2026-03-29,Valencia Basket,D 74-79,2026-03-30,17.77,8.0,2.0,2.0,100.0,1.0,5.0,20.0,1.0,2.0,50.0,2.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,-10.0,11.0,San Pablo Burgos,0.0,1.0
3857,Aleksa Avramović,aba,ABA League,2025-26,2026-03-08,Cedevita Olimpija,D 80-93,2026-03-30,16.2,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,-13.0,0.0,Dubai Basketball,,
136973,Jeffrey Brooks,eurobasket,Lega A,2025-26,2026-02-08,Tortona,D 99-104,2026-03-30,21.0,4.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,,1.0,5.0,6.0,1.0,0.0,1.0,0.0,0.0,,8.0,Pallacanestro Trieste,,
pallacanestro-trieste/192665-jeff-brooks,Jeffrey Brooks,bcl,BCL,2025-26,2026-02-11,Gran Canaria,D 70-94,2026-03-30,22.0,5.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,-12.0,5.0,Pallacanestro Trieste,,
30003967,Xavier Castañeda,acb,ACB,2025-26,2026-03-29,Kosner Baskonia,D 79-88,2026-03-30,18.87,8.0,2.0,6.0,33.0,1.0,5.0,20.0,1.0,2.0,50.0,0.0,2.0,2.0,3.0,0.0,4.0,0.0,4.0,-11.0,-3.0,MoraBanc Andorra,0.0,1.0
unicaja/348156-xavier-castaneda,Xavier Castañeda,bcl,BCL,2025-26,2025-12-17,Karditsa,V 115-84,2026-03-30,13.0,3.0,1.0,2.0,50.0,0.0,2.0,0.0,1.0,1.0,100.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,-5.0,6.0,Unicaja,,
